outid,count,opfare
1402094212,30,587
1402094213,30,566
1402094214,28,555
1402094215,46,1175
1402094216,16,137
1402094217,15,265
1402094218,11,127
1402094219,34,647
1402094220,41,1059
1402094221,23,478
1402094222,23,140
1402094223,26,448
1402094224,29,649
1402094226,28,453
1402094227,22,439
1402094228,32,707
1402094229,22,552
1402094230,19,194
1402094231,38,482
1402094233,26,398
1402094234,29,225
1402094235,5,21
1402094236,23,257
1402094237,22,390
1402094239,28,537
1402094240,34,470
1402094241,65,947
1402094242,58,610
1402094243,70,926
1402094244,5,37
1402094245,16,61
1402094246,49,748
1402094247,22,478
1402094248,36,909
1402094249,44,698
1402094250,37,259
1402094252,12,132
1402094255,48,601
1402104101,16,193
1402104102,30,522
1402104103,29,590
1402104104,30,259
1402104105,27,567
1402104106,14,183
1402104107,18,286
1402104108,20,558
1402104109,22,380
1402104110,31,463
1402104111,21,311
1402104112,26,420
1402104113,7,195
1402104114,23,295
1402104115,38,603
1402104116,47,267
1402104117,34,288
1402104119,42,908
1402104121,34,497
1402104122,56,780
1402104124,74,849
1402104125,67,785
1402104126,4,24
1402104127,46,630
1402104128,48,625
1402104129,36,584
1402104130,23,193
1402104131,60,1002
1402104132,42,453
1402104133,31,294
1402104134,31,173
1402104135,57,390
1402104136,39,393
1402104137,54,928
1402104138,60,999
1402104139,42,549
1402104140,69,1202
1402104141,41,470
1402104142,60,1091
1402104143,63,1331
1402104144,28,523
1402104145,23,220
1402104146,67,820
1402104147,34,362
1402104148,22,157
1402104149,47,662
1402104150,69,728
1402104151,78,979
1402104152,63,836
1402104153,50,777
1402104154,65,1146
1402104155,48,1134
1402104156,19,227
1402104158,9,53
1402104159,18,68
1403014101,36,539
1403014102,32,422
1403014103,13,105
1403014104,31,238
1403014105,29,216
1403014106,38,655
1403014107,46,462
1403014108,40,583
1403014109,3,13
1403014110,43,636
1403014111,29,567
1403014112,27,360
1403014113,34,483
1403014114,8,26
1403014115,7,99
1403014116,17,315
1403014117,30,662
1403014118,8,79
1403014120,19,270
1403014121,37,509
1403014122,26,517
1403014123,4,24
1403014125,33,596
1403014126,34,1097
1403014127,21,231
1403014128,18,307
1403014129,31,432
1403014130,12,68
1403014131,22,616
1403014132,36,736
1403014133,40,555
1403014135,34,1160
1403014136,35,612
1403014137,22,292
1403014138,39,699
1403014139,29,349
1403014141,36,728
1403014143,21,224
1403014144,18,125
1403014145,22,340
1403014146,30,673
1403014147,16,156
1403014201,31,456
1403014202,37,847
1403014203,44,817
1403014204,35,580
1403014205,36,482
1403014206,34,551
1403014207,40,816
1403014208,52,545
1403014209,26,358
1403014210,39,695
1403014211,44,525
1403014212,38,945
1403014213,40,660
1403014214,47,1256
1403014215,37,915
1403014216,48,1150
1403014217,34,581
1403014218,32,446
1403014219,27,706
1403014220,23,415
1403014221,35,303
1403014222,33,619
1403014223,55,1161
1403014224,37,652
1403014225,27,447
1403014226,24,350
1403014227,42,716
1403014228,43,827
1403014229,40,1211
1403014230,26,308
1403014231,32,427
1403014232,40,609
1403014233,26,422
1403014234,39,818
1403014235,28,364
1403014236,46,624
1403014237,52,1235
1403014238,32,923
1403014239,46,836
1403014240,23,150
1403014241,50,1150
1403014242,54,1021
1403014243,48,1269
1403014244,17,143
1403014245,10,89
1403014246,38,750
1403014247,28,637
1403014248,40,703
1403014249,53,1064
1403014302,42,501
1403014303,28,460
1403014304,39,344
1403014305,17,88
1403014306,25,160
1403014307,32,497
1403014308,28,159
1403014309,21,194
1403014310,16,106
1403014311,40,970
1403014312,12,155
1403014313,44,1010
1403014314,37,808
1403014315,16,112
1403014316,44,811
1403014317,32,309
1403014318,23,931
1403014319,25,377
1403014320,44,928
1403014322,52,1644
1403014323,40,820
1403014324,53,805
1403014325,44,1254
1403014326,39,978
1403014327,11,32
1403014328,28,555
1403014329,22,427
1403014330,35,400
1403014331,6,24
1403014332,27,338
1403014333,20,350
1403014336,37,1293
1403014337,35,964
1403014339,7,52
1403014340,28,351
1403014341,46,899
1403014342,28,532
1403014343,48,792
1403014344,60,1753
1403014346,20,218
1403014348,33,604
1403024101,25,207
1403024102,32,671
1403024103,32,496
1403024104,46,594
1403024105,38,508
1403024106,42,863
1403024107,35,281
1403024108,32,352
1403024109,40,590
1403024110,35,769
1403024111,33,500
1403024112,46,501
1403024113,38,385
1403024114,42,701
1403024115,37,911
1403024116,53,1064
1403024117,37,658
1403024118,32,994
1403024119,28,463
1403024120,25,285
1403024121,24,431
1403024122,15,350
1403024124,34,611
1403024127,43,1268
1403024128,34,603
1403024129,44,747
1403024130,40,754
1403024131,30,675
1403024132,19,476
1403024133,21,307
1403024134,14,432
1403024135,39,780
1403024136,16,213
1403024137,16,221
1403024138,55,1093
1403024140,19,202
1403024141,12,351
1403024143,33,283
1403024144,46,697
1403024146,11,99
1403024147,30,1091
1403024201,43,1123
1403024202,47,1158
1403024203,49,774
1403024204,51,854
1403024205,46,472
1403024206,41,481
1403024207,48,441
1403024208,45,789
1403024210,46,1263
1403024211,53,639
1403024212,50,982
1403024213,45,1125
1403024214,50,781
1403024215,43,1349
1403024216,54,1282
1403024217,31,793
1403024219,36,568
1403024220,25,414
1403024221,38,463
1403024222,44,903
1403024223,45,1262
1403024224,41,980
1403024226,22,551
1403024227,55,929
1403024228,39,722
1403024229,42,501
1403024230,41,613
1403024231,47,659
1403024232,55,1811
1403024233,28,258
1403024234,37,1385
1403024235,50,835
1403024236,54,1084
1403024237,54,1601
1403024238,58,1491
1403024239,22,354
1403024240,38,750
1403024241,39,1554
1403024242,38,477
1403024243,51,781
1403024244,29,1244
1403024245,15,545
1403024247,42,542
1403024248,35,715
1403034101,42,555
1403034102,36,311
1403034103,46,433
1403034104,42,494
1403034105,39,512
1403034107,17,173
1403034109,51,1382
1403034110,6,85
1403034111,27,139
1403034112,25,306
1403034113,35,1248
1403034114,11,107
1403034115,21,256
1403034116,26,159
1403034118,23,165
1403034119,20,327
1403034123,44,850
1403034124,33,767
1403034125,56,1390
1403034126,56,1003
1403034127,23,135
1403034128,33,253
1403034130,22,504
1403034131,32,553
1403034132,12,99
1403034133,42,914
1403034134,57,767
1403034201,19,106
1403034202,35,688
1403034203,33,362
1403034204,26,178
1403034205,17,84
1403034207,43,929
1403034209,26,304
1403034210,13,446
1403034211,35,1218
1403034212,11,145
1403034213,21,344
1403034214,32,757
1403034215,37,731
1403034216,26,561
1403034217,13,224
1403034218,36,1153
1403034219,39,659
1403034220,30,686
1403034221,31,716
1403034222,21,493
1403034223,47,496
1403034225,35,1314
1403034226,44,1242
1403034227,22,348
1403034230,34,660
1403034231,21,745
1403034232,32,685
1403034233,30,374
1403044101,53,797
1403044102,26,107
1403044103,38,1129
1403044104,42,473
1403044105,40,836
1403044106,43,779
1403044107,24,104
1403044108,47,891
1403044109,34,938
1403044110,51,408
1403044111,24,133
1403044112,48,987
1403044113,36,1050
1403044114,7,87
1403044115,20,273
1403044116,32,686
1403044117,20,537
1403044118,41,1319
1403044119,30,667
1403044120,40,769
1403044121,21,360
1403044122,36,919
1403044123,49,1094
1403044124,46,963
1403044125,23,839
1403044126,22,393
1403044127,31,669
1403044128,42,992
1403044129,25,423
1403044130,40,1245
1403044131,35,970
1403044132,46,598
1403044133,40,522
1403044135,36,712
1403044137,38,901
1403044139,38,701
1403044140,48,777
1403044141,26,498
1403044201,44,1109
1403044202,36,396
1403044203,59,1261
1403044204,36,378
1403044205,18,241
1403044206,63,820
1403044207,39,509
1403044208,37,532
1403044210,38,676
1403044211,56,965
1403044212,39,380
1403044213,64,1091
1403044214,18,103
1403044216,20,162
1403044217,32,584
1403044218,36,663
1403044219,49,1029
1403044220,18,168
1403044221,13,130
1403044222,57,1305
1403044223,24,313
1403044224,29,173
1403044225,27,673
1403044226,64,1168
1403044227,14,148
1403044229,29,300
1403044230,61,1409
1403044231,26,490
1403044232,60,1522
1403044233,47,947
1403044234,44,833
1403044235,37,529
1403044236,59,1595
1403044237,52,1437
1403044238,30,334
1403044240,32,647
1403044301,52,879
1403044302,47,775
1403044303,40,672
1403044304,33,353
1403044305,36,940
1403044306,54,744
1403044307,42,658
1403044308,44,721
1403044309,52,1734
1403044310,38,636
1403044311,42,490
1403044312,62,1201
1403044313,46,652
1403044314,43,856
1403044315,61,1418
1403044316,34,1014
1403044317,48,755
1403044318,26,692
1403044319,31,429
1403044320,49,1101
1403044321,46,1036
1403044322,39,1029
1403044323,31,327
1403044324,33,706
1403044325,46,1178
1403044326,19,207
1403044327,20,213
1403044328,9,75
1403044329,25,452
1403044331,54,1161
1403044333,52,1066
1403044334,58,1250
1403044335,40,790
1403044336,52,1214
1403044337,5,44
1403044338,45,1215
1403044339,62,1850
1403044340,48,811
1403054101,58,1477
1403054102,19,227
1403054103,13,41
1403054104,27,151
1403054105,39,353
1403054106,15,152
1403054107,36,693
1403054108,34,639
1403054109,34,414
1403054110,17,175
1403054111,25,301
1403054112,47,484
1403054113,38,311
1403054115,39,842
1403054116,46,882
1403054117,27,750
1403054118,48,832
1403054119,47,1088
1403054120,35,460
1403054122,26,477
1403054123,44,654
1403054124,57,627
1403054126,47,635
1403054127,44,727
1403054128,48,622
1403054129,31,310
1403054130,57,812
1403054131,36,289
1403054133,38,654
1403054134,40,513
1403054135,52,1090
1403054136,57,819
1403054137,37,925
1403054138,19,153
1403054139,34,305
1403054201,21,291
1403054202,51,846
1403054203,27,434
1403054204,33,296
1403054205,49,914
1403054206,39,614
1403054207,44,912
1403054208,43,721
1403054209,47,700
1403054210,44,764
1403054211,51,679
1403054212,44,753
1403054213,2,5
1403054214,12,163
1403054215,26,557
1403054216,29,534
1403054217,37,637
1403054218,20,235
1403054219,31,394
1403054220,33,407
1403054221,22,250
1403054222,23,280
1403054223,28,263
1403054224,27,317
1403054225,12,123
1403054226,36,460
1403054227,28,471
1403054228,5,94
1403054229,44,810
1403054230,40,720
1403054231,46,753
1403054232,24,392
1403054233,25,274
1403054234,35,328
1403054235,11,222
1403054236,49,1093
1403054237,35,578
1403054238,20,435
1404014101,37,656
1404014102,27,497
1404014103,29,401
1404014104,32,685
1404014105,31,533
1404014106,48,1569
1404014107,51,898
1404014108,41,837
1404014109,46,682
1404014110,24,355
1404014111,44,789
1404014112,34,819
1404014114,32,412
1404014115,36,571
1404014116,39,1600
1404014117,40,614
1404014118,36,1060
1404014120,44,869
1404014121,35,1162
1404014122,28,300
1404014123,27,281
1404014125,40,711
1404014126,45,917
1404014127,8,44
1404014128,36,367
1404014129,43,767
1404014130,55,1624
1404014131,22,179
1404014132,38,279
1404014133,41,830
1404014134,53,1523
1404014135,36,541
1404014136,56,1278
1404014137,34,942
1404014138,39,518
1404014139,60,973
1404014140,46,1135
1404014141,23,429
1404014142,49,1312
1404014144,47,656
1404014145,39,903
1404014146,39,752
1404014147,44,1063
1404014148,38,932
1404014201,40,752
1404014202,39,715
1404014203,16,76
1404014204,35,423
1404014205,38,708
1404014206,23,561
1404014207,40,1233
1404014208,42,841
1404014209,35,541
1404014210,31,420
1404014211,42,558
1404014212,36,824
1404014213,48,886
1404014214,35,943
1404014215,37,1021
1404014216,29,287
1404014217,47,1368
1404014218,24,470
1404014219,52,1549
1404014221,33,632
1404014222,31,483
1404014223,41,1721
1404014224,21,629
1404014225,55,1837
1404014226,35,282
1404014227,33,726
1404014228,47,923
1404014229,44,1080
1404014230,36,1348
1404014231,29,388
1404014232,48,1170
1404014233,47,1130
1404014235,29,953
1404014236,53,1599
1404014237,51,666
1404014238,47,1239
1404014239,40,890
1404014241,54,1030
1404014242,47,1128
1404014243,46,1140
1404014244,36,1248
1404014245,45,1155
1404014246,31,201
1404014247,43,1316
1404014248,51,981
1404014249,46,868
1404014301,34,702
1404014302,28,360
1404014303,36,454
1404014304,39,592
1404014305,39,662
1404014306,40,621
1404014307,47,785
1404014308,35,636
1404014309,12,62
1404014312,33,613
1404014313,36,533
1404014314,34,524
1404014315,31,605
1404014316,44,491
1404014318,42,575
1404014319,34,406
1404014320,41,1407
1404014324,39,522
1404014325,40,1308
1404014326,43,801
1404014328,47,1082
1404014331,44,1080
1404014332,39,792
1404014333,41,1107
1404014334,34,635
1404014335,38,1165
1404014336,21,356
1404014337,43,1339
1404014339,47,1045
1404014340,53,561
1404014341,42,1364
1404014343,55,1286
1404014344,34,993
1404014347,27,357
1404014348,40,1350
1404024101,32,233
1404024102,44,823
1404024103,39,579
1404024104,38,531
1404024106,43,803
1404024107,45,708
1404024108,46,380
1404024109,42,691
1404024110,40,349
1404024111,43,775
1404024112,38,413
1404024113,46,785
1404024114,44,1072
1404024115,46,645
1404024116,47,827
1404024117,45,763
1404024118,34,691
1404024119,49,773
1404024120,54,743
1404024121,33,733
1404024122,30,659
1404024123,16,118
1404024124,25,453
1404024125,45,1430
1404024126,31,1418
1404024127,48,1266
1404024128,27,724
1404024129,51,1558
1404024130,34,741
1404024131,40,1258
1404024132,41,964
1404024133,37,1163
1404024134,39,1020
1404024135,49,1044
1404024137,15,117
1404024138,51,1495
1404024139,45,1013
1404024141,25,569
1404024142,42,743
1404024143,35,588
1404024144,36,1031
1404024145,28,1036
1404024146,47,1069
1404024147,29,724
1404024148,40,1090
1404024149,25,268
1404024150,51,1146
1404024151,47,829
1404024152,57,2003
1404024153,54,1444
1404024154,39,1047
1404024155,41,1569
1404024156,40,1100
1404024157,26,474
1404024158,25,982
1404024159,33,633
1404024201,43,538
1404024202,49,789
1404024203,37,802
1404024204,26,371
1404024205,41,900
1404024206,35,638
1404024207,32,436
1404024208,47,1124
1404024209,28,408
1404024211,39,1129
1404024212,49,716
1404024213,38,581
1404024214,53,1096
1404024215,31,367
1404024216,37,713
1404024217,48,708
1404024218,29,371
1404024219,36,811
1404024220,37,357
1404024221,51,1020
1404024222,51,824
1404024223,44,530
1404024224,44,612
1404024225,48,775
1404024226,47,1044
1404024227,42,932
1404024228,77,1528
1404024229,35,371
1404024230,43,1237
1404024231,56,939
1404024232,51,861
1404024233,42,1289
1404024234,34,532
1404024235,49,928
1404024236,33,634
1404024237,55,1109
1404024238,27,587
1404024239,52,1300
1404024240,36,536
1404024241,33,828
1404024242,50,830
1404024245,40,844
1404024246,33,597
1404024248,39,821
1404024249,45,994
1404024250,49,714
1404024251,54,1689
1404024252,44,1049
1404024255,37,920
1404024256,35,749
1404024257,38,907
1404024258,52,1090
1404024259,50,1485
1404034101,39,462
1404034102,39,790
1404034103,48,798
1404034104,40,722
1404034105,40,710
1404034106,40,663
1404034107,51,1268
1404034108,40,977
1404034109,43,740
1404034110,43,859
1404034111,37,503
1404034112,42,739
1404034113,43,1466
1404034114,58,1009
1404034115,36,809
1404034116,56,955
1404034117,19,314
1404034118,26,399
1404034119,42,850
1404034120,19,125
1404034121,44,909
1404034122,51,1100
1404034123,40,1094
1404034124,37,955
1404034125,31,588
1404034126,50,985
1404034127,35,1016
1404034128,40,640
1404034129,44,793
1404034130,39,885
1404034131,25,375
1404034132,41,1251
1404034133,47,1076
1404034134,50,1514
1404034135,23,374
1404034136,45,841
1404034137,38,884
1404034138,56,1659
1404034139,37,897
1404034140,38,828
1404034141,41,736
1404034142,39,831
1404034144,38,984
1404034145,43,1135
1404034146,57,1550
1404034147,63,1888
1404034148,43,769
1404034149,34,811
1404034150,49,1543
1404034151,41,1360
1404034152,33,578
1404034153,37,1228
1404034154,36,747
1404034201,47,1075
1404034202,48,1041
1404034203,43,839
1404034204,36,830
1404034206,51,584
1404034207,56,1067
1404034208,47,1018
1404034209,20,134
1404034210,43,948
1404034211,42,1035
1404034212,43,756
1404034213,45,1088
1404034214,41,1715
1404034215,35,756
1404034216,33,1056
1404034217,34,485
1404034218,32,753
1404034219,50,1215
1404034220,48,1023
1404034221,51,946
1404034222,56,1498
1404034223,39,1100
1404034224,36,1359
1404034225,46,1088
1404034226,41,863
1404034227,34,986
1404034228,52,867
1404034229,41,1177
1404034230,34,1349
1404034231,33,476
1404034232,54,1058
1404034233,49,1512
1404034234,42,1744
1404034235,55,1363
1404034236,64,1102
1404034237,56,1309
1404034238,37,755
1404034239,64,1394
1404034240,52,1385
1404034241,50,1112
1404034242,6,25
1404034243,29,851
1404034244,45,1155
1404034245,49,958
1404034246,49,796
1404034247,50,1229
1404034248,42,1027
1404034249,43,1656
1404034250,50,941
1404034251,34,400
1404034252,41,994
1404034253,44,1066
1404034301,40,722
1404034302,42,638
1404034303,36,724
1404034304,49,562
1404034305,42,610
1404034306,56,782
1404034307,51,594
1404034308,51,785
1404034309,15,119
1404034310,46,1048
1404034311,50,1222
1404034312,42,679
1404034313,55,1132
1404034314,38,1121
1404034315,49,988
1404034316,40,791
1404034317,32,393
1404034318,40,671
1404034319,59,1469
1404034320,39,736
1404034321,39,751
1404034323,29,352
1404034324,35,525
1404034325,46,622
1404034326,36,1124
1404034327,45,562
1404034329,17,65
1404034330,61,1269
1404034331,30,824
1404034333,43,925
1404034334,42,837
1404034335,35,705
1404034336,48,1188
1404034337,42,735
1404034338,45,1130
1404034340,42,798
1404034341,43,957
1404034342,42,887
1404034343,47,1391
1404034344,56,1124
1404034345,41,1496
1404034346,43,798
1404034347,29,1119
1404034348,47,1405
1404034349,39,511
1404034350,37,1113
1404034351,32,494
1404034352,34,916
1404034353,33,753
1404044101,45,363
1404044102,34,686
1404044103,45,789
1404044104,44,891
1404044106,40,739
1404044107,38,382
1404044108,33,823
1404044109,45,763
1404044110,50,667
1404044111,45,728
1404044112,45,1217
1404044113,59,949
1404044115,39,423
1404044116,40,421
1404044117,45,546
1404044118,45,655
1404044119,39,845
1404044120,50,505
1404044121,28,356
1404044122,37,520
1404044123,35,797
1404044124,46,1011
1404044125,43,802
1404044127,43,733
1404044128,43,1004
1404044130,44,641
1404044132,34,613
1404044133,50,1293
1404044134,50,1115
1404044135,41,477
1404044136,64,1236
1404044139,38,732
1404044140,30,1079
1404044141,48,1416
1404044201,49,1355
1404044203,42,674
1404044204,42,1030
1404044205,43,1535
1404044206,34,371
1404044207,44,996
1404044208,45,979
1404044209,47,516
1404044210,41,1218
1404044211,43,476
1404044212,48,1514
1404044213,41,586
1404044214,54,1422
1404044215,44,522
1404044216,54,1076
1404044217,50,1000
1404044218,51,979
1404044219,49,1106
1404044220,45,685
1404044221,40,971
1404044222,26,258
1404044224,46,1267
1404044225,29,467
1404044226,35,732
1404044228,38,1159
1404044229,27,405
1404044230,47,1342
1404044232,40,850
1404044233,52,1772
1404044235,40,537
1404044236,37,903
1404044238,46,1098
1404044241,45,1169
1404054101,30,371
1404054102,41,866
1404054103,18,93
1404054104,57,1002
1404054105,54,937
1404054106,37,420
1404054107,53,950
1404054108,44,638
1404054109,47,598
1404054110,53,1381
1404054111,37,1301
1404054112,41,678
1404054113,36,981
1404054114,48,882
1404054115,34,315
1404054116,39,626
1404054117,14,91
1404054118,35,532
1404054119,34,480
1404054122,35,339
1404054123,38,622
1404054124,38,538
1404054125,52,1202
1404054126,50,935
1404054129,33,511
1404054131,50,673
1404054132,51,990
1404054134,47,953
1404054135,42,1105
1404054136,38,778
1404054137,29,834
1404054139,28,271
1404054140,57,1094
1404054141,48,896
1404054142,28,692
1404054143,35,562
1404054144,36,529
1404054145,21,314
1404054146,17,118
1404054148,15,83
1404054149,44,431
1404054201,41,610
1404054202,53,845
1404054203,40,757
1404054204,46,603
1404054205,46,822
1404054206,48,836
1404054207,48,976
1404054208,42,757
1404054209,49,1094
1404054210,39,912
1404054211,48,691
1404054212,38,628
1404054213,44,728
1404054215,26,1330
1404054216,41,1604
1404054217,28,1038
1404054218,55,1066
1404054219,38,1098
1404054220,35,1308
1404054221,46,942
1404054222,46,1405
1404054223,36,1240
1404054224,43,1105
1404054225,39,1303
1404054226,48,1086
1404054227,37,1057
1404054228,38,1985
1404054229,19,802
1404054230,32,1274
1404054232,56,1057
1404054233,44,1013
1404054234,44,1641
1404054236,49,960
1404054237,44,1032
1404054238,37,1519
1404054239,26,610
1404054240,42,1162
1404054241,40,1199
1404054242,54,1474
1404054244,34,838
1404054245,34,918
1404054246,34,887
1404054247,52,1393
1404054302,40,560
1404054303,61,935
1404054304,47,1165
1404054305,52,825
1404054306,48,856
1404054307,42,675
1404054308,48,919
1404054309,45,554
1404054310,50,608
1404054311,44,1168
1404054312,44,712
1404054313,38,938
1404054315,59,1325
1404054317,49,852
1404054319,43,1432
1404054320,49,1038
1404054321,33,720
1404054322,47,897
1404054323,52,1214
1404054324,48,1097
1404054325,62,1385
1404054326,34,851
1404054327,37,1030
1404054328,54,1456
1404054329,49,1248
1404054332,32,608
1404054333,56,1685
1404054334,44,1589
1404054335,35,1002
1404054336,46,1570
1404054338,51,1771
1404054340,45,1047
1404054341,50,954
1404054342,56,1468
1404054343,50,845
1404054344,51,979
1404054345,43,863
1404054346,45,1353
1404054347,19,96
1404064101,43,997
1404064102,37,733
1404064103,42,872
1404064104,34,876
1404064105,37,577
1404064106,47,934
1404064107,25,170
1404064108,45,575
1404064109,46,648
1404064110,40,859
1404064111,26,532
1404064112,45,685
1404064113,45,667
1404064114,40,705
1404064115,62,1231
1404064116,37,851
1404064117,24,284
1404064118,40,951
1404064119,51,1058
1404064120,35,707
1404064121,66,1458
1404064122,39,1188
1404064125,50,729
1404064127,27,410
1404064129,38,838
1404064130,39,979
1404064131,33,234
1404064132,43,1099
1404064134,40,829
1404064137,37,924
1404064138,37,830
1404064139,49,575
1404064140,39,1360
1404064141,51,662
1404064143,28,450
1404064144,31,618
1404064145,34,1854
1404064146,45,1321
1404064147,43,1016
1404064148,47,1459
1404064201,57,1324
1404064202,40,831
1404064203,37,496
1404064204,44,1153
1404064205,51,1034
1404064206,32,764
1404064207,48,1445
1404064208,42,1038
1404064209,38,614
1404064210,24,388
1404064211,56,1161
1404064212,30,656
1404064213,37,1092
1404064214,39,774
1404064215,27,191
1404064216,52,1036
1404064217,56,911
1404064218,47,775
1404064219,52,1016
1404064220,42,1033
1404064221,44,895
1404064222,52,1206
1404064223,42,921
1404064224,39,622
1404064225,52,1232
1404064226,42,601
1404064227,37,703
1404064228,50,1047
1404064229,37,685
1404064230,33,897
1404064231,36,1080
1404064232,33,860
1404064233,41,1074
1404064234,54,1548
1404064235,41,1184
1404064236,42,1354
1404064237,38,1318
1404064238,34,668
1404064239,40,969
1404064240,46,1131
1404064241,31,960
1404064242,47,1441
1404064243,38,702
1404064244,50,1305
1404064245,20,428
1404064247,42,1002
1404064248,52,1139
1404064249,45,1080
1404064301,46,613
1404064302,47,645
1404064304,52,685
1404064305,42,699
1404064306,54,665
1404064307,37,830
1404064308,46,539
1404064309,38,684
1404064310,46,974
1404064311,41,652
1404064312,45,726
1404064313,49,909
1404064314,45,534
1404064315,40,611
1404064316,52,1096
1404064317,37,662
1404064318,11,60
1404064319,55,815
1404064320,58,1073
1404064321,41,925
1404064322,38,441
1404064323,34,573
1404064324,56,1206
1404064326,23,147
1404064327,43,1140
1404064328,50,1029
1404064329,33,960
1404064330,41,898
1404064331,42,1451
1404064332,22,348
1404064333,39,1145
1404064335,51,1036
1404064336,45,907
1404064337,39,617
1404064338,29,349
1404064339,27,659
1404064340,53,2128
1404064341,36,1318
1404064343,36,378
1404064344,36,421
1404064345,36,1406
1405014101,45,1103
1405014102,40,602
1405014103,43,834
1405014104,27,390
1405014106,42,507
1405014107,48,1103
1405014108,39,1575
1405014109,43,1088
1405014110,42,907
1405014111,38,615
1405014112,40,1115
1405014113,40,1135
1405014114,35,278
1405014115,44,579
1405014116,72,1195
1405014117,37,1048
1405014118,31,818
1405014119,29,210
1405014120,26,221
1405014121,37,565
1405014122,31,199
1405014123,30,428
1405014124,34,928
1405014125,49,433
1405014126,49,945
1405014128,26,416
1405014129,40,690
1405014130,32,453
1405014131,31,797
1405014132,29,411
1405014133,29,500
1405014134,35,1000
1405014135,16,94
1405014136,54,986
1405014137,28,466
1405014138,29,416
1405014139,65,1257
1405014141,34,409
1405014142,28,1208
1405014143,33,573
1405014144,42,970
1405014145,52,823
1405014146,21,98
1405014201,44,1379
1405014202,33,621
1405014203,33,803
1405014204,45,532
1405014205,34,534
1405014206,35,824
1405014207,47,516
1405014208,31,683
1405014209,45,886
1405014210,32,636
1405014211,36,933
1405014212,52,928
1405014213,45,853
1405014214,33,579
1405014215,48,1336
1405014216,38,908
1405014218,41,1331
1405014219,8,29
1405014220,15,78
1405014221,37,879
1405014222,34,966
1405014223,37,466
1405014224,34,352
1405014225,35,644
1405014226,28,444
1405014227,3,7
1405014228,37,879
1405014229,44,1216
1405014230,49,1064
1405014231,45,808
1405014232,14,200
1405014233,27,224
1405014234,19,178
1405014235,42,661
1405014236,29,482
1405014237,35,717
1405014238,27,352
1405014239,45,592
1405014240,36,477
1405014241,42,767
1405014242,46,1191
1405014243,26,662
1405014244,27,470
1405014245,42,897
1405014301,41,664
1405014302,38,668
1405014303,34,348
1405014304,35,377
1405014305,40,833
1405014306,36,927
1405014307,24,226
1405014308,39,522
1405014309,43,592
1405014310,39,474
1405014311,49,928
1405014312,26,284
1405014313,36,366
1405014314,12,208
1405014315,35,731
1405014316,47,566
1405014317,31,913
1405014318,26,350
1405014319,24,758
1405014320,30,533
1405014321,26,312
1405014322,7,69
1405014323,26,506
1405014325,20,199
1405014326,32,610
1405014327,7,121
1405014328,32,1038
1405014329,32,955
1405014330,29,733
1405014331,49,901
1405014332,19,414
1405014333,14,271
1405014334,20,307
1405014335,40,523
1405014336,12,185
1405014338,20,388
1405014339,26,279
1405014340,34,425
1405014341,22,308
1405014342,34,581
1405014344,1,3
1405024101,44,678
1405024102,26,165
1405024103,12,64
1405024104,40,441
1405024105,56,1388
1405024106,40,481
1405024107,37,607
1405024108,32,591
1405024109,33,490
1405024110,34,328
1405024111,38,581
1405024112,31,524
1405024113,40,480
1405024114,40,556
1405024116,29,316
1405024117,17,315
1405024118,29,872
1405024120,34,574
1405024121,34,974
1405024122,34,849
1405024123,40,1011
1405024124,11,71
1405024125,18,119
1405024126,10,104
1405024127,27,407
1405024128,45,1186
1405024129,35,1150
1405024130,34,953
1405024131,18,437
1405024132,31,715
1405024133,31,1052
1405024134,24,480
1405024135,12,122
1405024137,16,475
1405024138,50,1193
1405024139,20,529
1405024140,15,284
1405024141,32,1205
1405024142,39,1389
1405024143,38,1214
1405024144,25,362
1405024145,47,853
1405024146,46,1242
1405024147,26,849
1405024148,15,380
1405024149,42,982
1405024201,32,538
1405024202,33,817
1405024203,37,533
1405024204,36,641
1405024205,40,747
1405024206,40,829
1405024207,46,841
1405024208,21,95
1405024209,37,454
1405024210,48,756
1405024211,47,580
1405024212,17,115
1405024213,48,1019
1405024214,44,1299
1405024215,42,766
1405024216,36,504
1405024217,28,568
1405024218,30,1205
1405024219,35,846
1405024220,42,931
1405024221,32,873
1405024222,15,288
1405024223,34,841
1405024224,20,249
1405024225,40,967
1405024226,28,800
1405024227,24,1139
1405024228,29,730
1405024229,29,604
1405024230,35,1137
1405024231,31,841
1405024232,18,414
1405024233,26,874
1405024234,27,520
1405024235,30,858
1405024236,38,1333
1405024237,46,1175
1405024238,32,348
1405024239,30,1194
1405024240,50,1178
1405024241,18,332
1405024242,46,891
1405024243,47,1114
1405024244,55,1506
1405024245,27,1273
1405024246,55,857
1405024247,19,204
1405024248,40,784
1405024301,34,663
1405024302,31,562
1405024303,39,496
1405024304,34,518
1405024305,57,893
1405024306,30,504
1405024307,45,731
1405024308,51,923
1405024309,31,711
1405024310,37,524
1405024311,16,149
1405024312,45,904
1405024313,27,285
1405024314,28,512
1405024315,48,775
1405024317,36,1094
1405024318,54,695
1405024319,34,365
1405024320,45,718
1405024321,49,1059
1405024322,33,600
1405024323,31,591
1405024324,22,1023
1405024325,38,943
1405024326,31,442
1405024327,37,851
1405024328,66,1607
1405024329,43,1035
1405024330,31,505
1405024331,48,843
1405024332,32,651
1405024334,48,897
1405024335,74,1887
