outid,count,opfare
1405024336,43,1328
1405024337,31,655
1405024338,57,1200
1405024339,30,684
1405024340,42,1744
1405024341,41,644
1405024342,45,1527
1405024343,58,1118
1405024344,31,532
1405024345,54,2005
1405024346,35,1173
1405024347,33,895
1405024348,54,1318
1405034102,34,541
1405034103,39,281
1405034104,35,558
1405034105,56,768
1405034106,38,434
1405034107,37,597
1405034108,23,436
1405034109,45,554
1405034110,34,443
1405034111,21,125
1405034112,46,749
1405034113,41,649
1405034114,46,837
1405034115,39,851
1405034116,49,853
1405034117,55,1381
1405034118,46,746
1405034119,53,1106
1405034120,49,924
1405034121,44,1012
1405034122,48,1283
1405034123,42,1022
1405034124,50,967
1405034125,31,707
1405034126,40,732
1405034127,42,1056
1405034128,53,1355
1405034129,38,825
1405034130,44,466
1405034131,33,605
1405034132,57,1153
1405034133,44,932
1405034135,45,1014
1405034136,32,610
1405034137,56,948
1405034138,41,496
1405034139,48,845
1405034141,34,997
1405034142,48,734
1405034143,39,848
1405034144,49,1209
1405034145,52,1584
1405034146,47,1034
1405034147,36,583
1405034148,23,330
1405034150,41,873
1405034151,43,911
1405034152,16,222
1405034201,33,479
1405034202,36,244
1405034203,40,583
1405034204,38,713
1405034205,39,515
1405034206,41,507
1405034207,29,502
1405034208,41,826
1405034209,31,394
1405034210,18,87
1405034211,43,712
1405034212,41,1014
1405034213,34,436
1405034214,35,517
1405034215,21,331
1405034216,36,833
1405034217,39,894
1405034218,46,876
1405034219,26,653
1405034220,31,548
1405034221,37,854
1405034222,15,181
1405034223,33,525
1405034224,32,819
1405034225,24,234
1405034226,36,1000
1405034227,29,364
1405034228,25,357
1405034229,32,609
1405034230,35,480
1405034231,27,1256
1405034232,40,831
1405034233,35,586
1405034234,37,908
1405034235,41,1425
1405034236,27,511
1405034237,49,1006
1405034238,37,895
1405034239,13,206
1405034240,48,1645
1405034241,41,688
1405034242,19,253
1405034244,20,181
1405034245,31,696
1405034246,28,396
1405034247,54,1666
1405034248,44,1382
1405034249,47,1523
1405034250,5,103
1405034251,23,506
1405034252,15,113
1405034301,37,539
1405034302,29,416
1405034303,13,116
1405034304,38,424
1405034305,30,343
1405034306,18,242
1405034307,22,117
1405034308,27,457
1405034309,30,464
1405034310,29,330
1405034311,42,654
1405034312,34,315
1405034313,37,404
1405034314,32,355
1405034315,29,217
1405034316,3,8
1405034317,29,349
1405034318,37,1455
1405034319,52,1457
1405034320,36,526
1405034321,42,994
1405034322,24,197
1405034323,37,463
1405034324,40,610
1405034325,34,1280
1405034326,26,444
1405034327,53,1208
1405034328,32,247
1405034329,27,182
1405034330,39,914
1405034332,34,498
1405034333,32,747
1405034334,31,499
1405034335,14,245
1405034336,31,1277
1405034337,41,1285
1405034338,41,888
1405034339,31,477
1405034340,48,1311
1405034341,30,295
1405034342,36,673
1405034343,42,1345
1405034345,34,1107
1405034346,27,1329
1405034347,33,930
1405034350,11,49
1405044101,49,771
1405044102,34,630
1405044103,26,285
1405044104,28,199
1405044105,25,347
1405044106,39,472
1405044107,44,846
1405044108,34,360
1405044109,29,953
1405044110,37,644
1405044111,29,252
1405044112,37,331
1405044113,40,655
1405044114,7,78
1405044115,41,936
1405044116,34,628
1405044117,45,1133
1405044118,22,545
1405044119,49,586
1405044120,35,874
1405044121,35,427
1405044122,38,689
1405044123,40,1243
1405044124,25,441
1405044125,30,704
1405044126,37,678
1405044127,21,127
1405044128,29,339
1405044130,37,641
1405044132,30,615
1405044133,38,824
1405044134,27,984
1405044135,24,305
1405044136,39,851
1405044137,37,859
1405044138,44,920
1405044139,29,405
1405044141,45,601
1405044142,23,345
1405044143,1,1
1405044144,28,465
1405044145,49,1322
1405044146,40,708
1405044147,46,989
1405044148,53,1086
1405044149,33,757
1405044150,35,542
1405044151,42,610
1405044201,33,165
1405044202,29,336
1405044203,17,78
1405044204,36,528
1405044205,45,643
1405044206,32,674
1405044207,29,581
1405044208,35,630
1405044209,30,309
1405044210,27,266
1405044211,33,323
1405044212,37,421
1405044213,29,316
1405044215,32,390
1405044216,10,69
1405044217,27,320
1405044218,22,288
1405044219,32,380
1405044220,29,443
1405044221,28,346
1405044223,35,626
1405044224,40,820
1405044225,40,921
1405044226,34,539
1405044227,28,437
1405044228,31,622
1405044229,47,767
1405044230,44,907
1405044232,35,689
1405044233,28,207
1405044234,7,32
1405044235,48,1013
1405044236,15,136
1405044237,29,327
1405044238,44,848
1405044239,26,483
1405044240,24,457
1405044241,44,821
1405044242,27,352
1405044244,28,535
1405044246,29,243
1405044247,41,838
1405044248,34,502
1405044249,29,493
1405044250,38,596
1405044251,29,656
1405054101,47,1042
1405054102,38,680
1405054103,37,502
1405054104,33,588
1405054105,40,426
1405054106,41,501
1405054107,38,492
1405054108,21,370
1405054109,24,410
1405054110,46,779
1405054111,48,803
1405054112,18,159
1405054113,29,656
1405054114,37,806
1405054115,18,783
1405054116,26,355
1405054117,52,1376
1405054118,28,903
1405054120,29,970
1405054121,51,886
1405054122,28,1070
1405054123,35,979
1405054124,42,825
1405054125,27,370
1405054126,36,557
1405054127,36,450
1405054128,21,343
1405054129,62,974
1405054130,27,570
1405054131,47,1178
1405054132,32,680
1405054133,56,2155
1405054134,47,1666
1405054135,46,884
1405054136,36,918
1405054137,62,1719
1405054138,35,1484
1405054139,59,1418
1405054140,26,475
1405054141,44,1151
1405054142,48,1565
1405054143,39,1416
1405054144,27,583
1405054145,28,337
1405054146,33,666
1405054147,38,767
1405054148,33,624
1405054201,27,151
1405054202,30,474
1405054203,35,782
1405054204,32,657
1405054205,38,879
1405054206,43,673
1405054207,47,701
1405054208,48,808
1405054209,20,438
1405054210,34,523
1405054211,46,1139
1405054212,38,511
1405054213,38,1117
1405054217,21,474
1405054218,21,384
1405054219,38,928
1405054220,35,1272
1405054221,39,572
1405054222,39,1122
1405054223,27,655
1405054224,24,555
1405054225,23,327
1405054226,39,1828
1405054227,37,915
1405054228,19,203
1405054229,12,100
1405054230,33,744
1405054232,21,605
1405054233,22,365
1405054234,33,923
1405054235,11,102
1405054236,36,1081
1405054237,33,1138
1405054238,31,495
1405054239,29,327
1405054240,29,415
1405054241,16,133
1405054242,47,612
1405054243,34,505
1405054245,37,867
1405054246,38,1129
1405054247,45,1161
1405054248,27,423
1405064101,13,144
1405064102,52,1122
1405064103,38,1073
1405064104,54,980
1405064105,38,308
1405064106,44,1012
1405064107,51,644
1405064108,40,664
1405064109,47,732
1405064110,33,732
1405064111,46,786
1405064112,45,907
1405064113,40,857
1405064114,38,440
1405064115,42,610
1405064116,34,325
1405064117,53,821
1405064118,48,724
1405064119,36,717
1405064121,40,1175
1405064122,49,829
1405064123,38,382
1405064124,44,578
1405064125,46,672
1405064126,57,879
1405064127,46,851
1405064128,64,1529
1405064129,42,1109
1405064130,57,1078
1405064132,57,1349
1405064133,38,1720
1405064134,21,484
1405064135,28,221
1405064136,49,961
1405064137,47,933
1405064138,34,392
1405064139,51,1166
1405064140,58,1573
1405064141,38,1166
1405064142,59,1076
1405074101,39,765
1405074102,41,564
1405074103,27,404
1405074104,28,449
1405074105,36,391
1405074106,25,315
1405074107,41,645
1405074108,38,1193
1405074109,26,276
1405074110,57,986
1405074111,51,798
1405074112,33,924
1405074113,36,495
1405074114,44,854
1405074115,40,769
1405074116,41,844
1405074117,38,563
1405074118,41,826
1405074119,37,910
1405074120,37,936
1405074121,18,301
1405074122,38,1189
1405074123,38,621
1405074124,43,705
1405074125,31,519
1405074126,29,585
1405074127,12,121
1405074128,31,595
1405074129,30,987
1405074131,19,236
1405074132,33,657
1405074134,31,1044
1405074135,33,1479
1405074136,34,665
1405074137,9,86
1405074138,38,566
1405074139,24,530
1405074140,38,882
1405074141,40,641
1405074142,44,970
1405074143,52,1067
1405074144,29,622
1405074145,35,722
1405074146,20,252
1405074147,35,957
1406014101,17,274
1406014102,29,417
1406014103,39,830
1406014104,40,663
1406014105,50,879
1406014106,35,560
1406014107,38,360
1406014108,37,378
1406014109,30,162
1406014110,9,76
1406014111,7,21
1406014112,16,208
1406014113,19,129
1406014114,5,47
1406014115,19,203
1406014116,55,1051
1406014117,43,763
1406014118,37,693
1406014119,20,340
1406014120,50,1095
1406014121,46,831
1406014122,54,949
1406014123,27,908
1406014125,28,271
1406014126,58,736
1406014127,52,849
1406014128,52,887
1406014130,19,306
1406014131,22,188
1406014132,42,646
1406014134,41,1520
1406014135,22,351
1406014136,25,309
1406014137,33,458
1406014138,45,901
1406014139,49,1628
1406014141,20,180
1406014142,16,330
1406014143,46,958
1406014144,44,1036
1406014145,34,632
1406014146,24,670
1406014147,27,187
1406014148,28,207
1406014149,2,3
1406014202,16,88
1406014203,43,429
1406014204,26,320
1406014205,8,89
1406014207,24,490
1406014208,16,279
1406014209,60,1047
1406014210,44,776
1406014211,38,635
1406014212,52,664
1406014213,42,517
1406014214,6,38
1406014216,11,44
1406014217,5,101
1406014218,37,486
1406014223,14,98
1406014225,43,1188
1406014226,35,609
1406014227,29,927
1406014228,21,270
1406014229,62,1012
1406014230,48,1253
1406014231,41,681
1406014232,32,364
1406014233,3,5
1406014234,47,521
1406014235,23,286
1406014236,5,19
1406014238,36,550
1406014239,23,609
1406014240,8,37
1406014242,38,405
1406014243,38,667
1406014244,16,286
1406014245,24,340
1406014246,51,1199
1406014247,43,654
1406014249,59,1467
1406014301,35,664
1406014302,35,608
1406014303,56,1003
1406014304,56,1038
1406014305,26,252
1406014306,69,1234
1406014307,30,468
1406014308,39,1064
1406014309,27,261
1406014311,39,492
1406014312,54,1336
1406014313,45,978
1406014314,41,667
1406014315,15,162
1406014316,54,886
1406014317,59,1157
1406014318,46,946
1406014319,27,388
1406014320,27,607
1406014321,31,616
1406014322,27,472
1406014323,41,631
1406014324,54,1257
1406014325,46,1036
1406014326,29,590
1406014327,49,1205
1406014328,36,431
1406014329,27,285
1406014330,53,1254
1406014331,15,378
1406014332,39,686
1406014334,23,324
1406014335,48,1169
1406014336,2,2
1406014337,38,459
1406014338,37,1240
1406014340,51,944
1406014341,48,1026
1406014344,41,1330
1406014345,45,1047
1406014347,41,684
1406014348,51,839
1406014401,31,427
1406014402,34,799
1406014403,29,552
1406014404,31,814
1406014405,30,677
1406014406,18,140
1406014407,47,936
1406014409,41,986
1406014410,51,986
1406014411,54,951
1406014412,3,10
1406014413,10,71
1406014414,58,690
1406014415,35,886
1406014416,60,1525
1406014417,58,1252
1406014418,42,752
1406014419,41,540
1406014420,21,343
1406014421,36,589
1406014422,43,807
1406014423,45,993
1406014425,41,598
1406014426,46,1113
1406014427,36,793
1406014428,58,977
1406014430,31,382
1406014431,48,1381
1406014432,46,1023
1406014433,9,122
1406014434,35,376
1406014435,45,1069
1406014436,40,831
1406014437,51,1268
1406014439,12,193
1406014440,60,1412
1406014441,16,105
1406014442,36,438
1406014443,58,1218
1406014444,48,607
1406014446,45,1214
1406014448,15,152
1406024101,40,412
1406024102,40,554
1406024103,35,665
1406024104,53,865
1406024105,49,919
1406024106,49,799
1406024107,46,674
1406024108,44,822
1406024109,50,1083
1406024110,65,811
1406024111,47,778
1406024112,52,840
1406024113,61,806
1406024114,32,702
1406024115,41,521
1406024116,48,664
1406024117,27,564
1406024118,42,761
1406024119,51,707
1406024120,47,609
1406024121,45,845
1406024122,39,956
1406024124,27,735
1406024125,29,1065
1406024126,31,1049
1406024127,35,693
1406024128,35,976
1406024129,38,1029
1406024130,39,626
1406024131,34,720
1406024132,41,969
1406024133,42,1396
1406024134,33,902
1406024135,37,730
1406024136,48,1670
1406024137,25,486
1406024138,42,876
1406024139,38,715
1406024140,46,863
1406024141,57,998
1406024142,46,879
1406024143,28,812
1406024145,46,460
1406024146,36,1329
1406024147,35,675
1406024148,60,1264
1406024149,40,883
1406024201,48,461
1406024202,62,854
1406024203,32,616
1406024204,52,778
1406024205,41,871
1406024206,46,680
1406024207,54,674
1406024208,42,910
1406024209,40,515
1406024210,36,666
1406024211,39,769
1406024212,37,675
1406024213,35,837
1406024215,38,542
1406024216,34,471
1406024217,48,785
1406024218,45,733
1406024219,46,725
1406024220,52,955
1406024221,34,194
1406024222,26,353
1406024223,55,799
1406024224,39,857
1406024225,23,372
1406024227,56,971
1406024228,50,872
1406024229,30,332
1406024230,51,1076
1406024231,51,1066
1406024233,26,537
1406024234,25,431
1406024236,37,704
1406024237,62,1463
1406024238,34,294
1406024239,38,342
1406024240,41,721
1406024241,65,1191
1406024243,42,516
1406024244,15,135
1406024245,70,1343
1406024247,25,395
1406024248,2,9
1406024249,19,186
1406024301,8,67
1406024302,45,965
1406024303,39,745
1406024304,50,799
1406024305,46,861
1406024306,39,462
1406024307,30,590
1406024308,34,761
1406024309,27,468
1406024310,25,507
1406024311,27,621
1406024312,44,717
1406024313,12,197
1406024314,21,325
1406024315,29,381
1406024317,34,370
1406024318,44,727
1406024319,52,816
1406024320,47,668
1406024321,52,1094
1406024322,28,293
1406024323,33,700
1406024324,51,918
1406024325,37,808
1406024326,29,408
1406024327,36,829
1406024328,38,578
1406024329,30,429
1406024330,43,772
1406024331,45,681
1406024332,52,1106
1406024333,53,783
1406024334,47,549
1406024335,36,990
1406024337,38,340
1406024338,39,533
1406024339,57,984
1406024340,48,945
1406024341,72,1550
1406024342,55,637
1406024343,22,226
1406024344,41,299
1406024345,61,1074
1406024346,46,753
1406024347,28,189
1406024348,59,1189
1406024349,49,884
1406034101,45,774
1406034102,46,726
1406034103,55,713
1406034104,45,908
1406034105,34,428
1406034106,56,1182
1406034107,44,699
1406034108,59,1276
1406034109,54,1024
1406034110,47,778
1406034111,33,298
1406034112,28,220
1406034113,57,759
1406034114,49,810
1406034115,28,227
1406034116,50,1339
1406034117,37,477
1406034118,42,676
1406034119,45,674
1406034121,47,1241
1406034122,12,48
1406034123,53,1096
1406034125,13,172
1406034127,20,105
1406034128,39,638
1406034129,33,341
1406034131,63,2517
1406034132,17,187
1406034133,43,604
1406034134,53,966
1406034135,51,1235
1406034136,49,1222
1406034137,35,515
1406034138,14,76
1406034139,19,331
1406034140,46,1200
1406034142,21,162
1406034143,48,835
1406034144,44,1107
1406034145,49,1697
1406034146,46,637
1406034147,21,286
1406034148,54,1180
1406034149,46,1032
1406034201,46,686
1406034202,41,478
1406034203,42,624
1406034204,39,569
1406034205,31,342
1406034206,28,452
1406034207,47,523
1406034208,37,996
1406034209,34,287
1406034210,27,534
1406034211,6,74
1406034212,29,739
1406034213,53,861
1406034214,24,884
1406034215,45,501
1406034216,33,378
1406034217,36,423
1406034218,39,352
1406034219,33,345
1406034220,41,505
1406034221,56,695
1406034222,11,57
1406034224,13,59
1406034225,22,159
1406034227,27,330
1406034229,5,30
1406034230,37,362
1406034231,32,284
1406034233,28,451
1406034234,1,1
1406034235,44,733
1406034237,22,235
1406034238,22,93
1406034240,35,320
1406034241,24,207
1406034243,47,1130
1406034244,24,295
1406034245,42,538
1406034246,7,21
1406034247,25,232
1406034248,43,474
1406034301,29,251
1406034302,44,539
1406034303,28,179
1406034304,44,728
1406034305,36,405
1406034306,40,735
1406034307,40,367
1406034308,48,530
1406034309,46,715
1406034310,29,375
1406034311,31,263
1406034312,19,150
1406034313,26,443
1406034314,43,1152
1406034316,44,970
1406034317,18,571
1406034318,32,419
1406034319,58,1685
1406034320,39,416
1406034322,62,957
1406034323,41,614
1406034324,60,1362
1406034326,35,572
1406034327,29,467
1406034328,20,203
1406034329,35,738
1406034330,20,271
1406034331,43,982
1406034332,20,547
1406034333,31,352
1406034335,33,643
1406034336,38,731
1406034337,69,1335
1406034338,8,82
1406034339,33,790
1406034340,25,202
1406034342,49,1529
1406034343,18,102
1406034345,46,1080
1406034346,42,1198
1406034348,38,919
1407024101,21,260
1407024102,47,1018
1407024103,26,373
1407024104,23,332
1407024105,48,860
1407024106,16,341
1407024107,21,415
1407024108,14,499
1407024109,46,457
1407024110,38,642
1407024111,34,719
1407024112,49,564
1407024113,21,442
1407024114,24,1105
1407024115,32,564
1407024116,52,553
1407024117,50,753
1407024118,61,859
1407024119,28,370
1407024120,39,493
1407024121,87,704
1407024122,42,713
1407024123,35,229
1407024124,42,249
1407024125,43,453
1407024126,47,505
1407024127,47,996
1407024128,56,1124
1407024129,32,359
1407024130,25,226
1407024131,50,771
1407024132,50,587
1407024133,47,386
1407024134,56,600
1407024135,60,883
1407024136,34,459
1407024137,36,480
1407024138,28,493
1407024140,64,556
1407024141,34,756
1407024142,50,500
1407024143,73,761
1407024144,69,939
1407024145,50,1336
1407024146,50,837
1407024147,33,916
1407024148,69,928
1407024149,56,752
1407024150,37,408
1407024151,56,479
1407024152,28,304
1407024153,36,721
1407024201,29,696
1407024202,30,596
1407024203,36,649
1407024204,33,927
1407024205,28,453
1407024206,38,712
1407024207,33,860
1407024208,47,462
1407024209,45,941
1407024210,34,647
1407024211,65,767
1407024212,43,649
1407024213,38,912
1407024214,34,1018
1407024215,50,629
1407024216,40,594
1407024217,36,785
1407024218,32,593
1407024219,37,317
1407024220,39,492
1407024221,31,530
1407024222,39,326
1407024223,46,312
1407024224,37,521
1407024225,33,715
1407024227,31,487
1407024228,7,37
1407024229,40,626
1407024230,50,976
1407024231,59,715
1407024232,40,693
1407024233,37,469
1407024234,30,662
1407024235,55,1352
1407024236,27,951
1407024237,41,716
1407024238,36,421
1407024239,24,190
1407024240,34,263
1407024241,52,770
1407024242,39,796
1407024243,27,289
1407024245,19,78
1407024246,36,585
1407024247,53,807
1407024248,39,543
1407024249,67,872
1407024251,57,936
1407024252,27,387
1407034101,39,457
1407034102,29,623
1407034103,21,266
1407034104,25,424
1407034105,2,11
1407034106,36,417
1407034107,22,235
1407034108,6,43
1407034109,23,269
1407034110,27,583
1407034111,26,682
1407034112,28,235
1407034114,37,906
1407034115,20,363
1407034116,40,517
1407034117,58,719
1407034118,8,61
1407034119,26,222
1407034120,7,47
1407034121,46,719
1407034122,6,61
1407034123,12,498
1407034124,33,481
1407034125,28,411
1407034126,10,80
1407034127,47,999
1407034128,38,592
1407034129,44,609
1407034130,55,692
1407034131,6,52
1407034132,22,311
1407034133,33,299
1407034134,60,765
1407034135,32,537
1407034137,29,540
1407034138,39,406
1407034139,12,51
1407034140,8,38
1407034141,48,498
1407034142,19,159
1407034143,40,243
1407034144,36,261
1407034145,64,1196
1407034146,45,545
1407034147,18,248
1407034148,29,607
1407034149,6,52
1407034150,39,578
1407034151,46,938
1407034152,31,387
1407034153,27,151
1407034155,44,734
1407034156,57,1132
1407034157,53,576
1407044101,37,669
1407044102,35,627
1407044103,34,700
1407044104,33,514
1407044105,12,137
1407044106,21,387
1407044107,28,657
1407044109,48,541
1407044110,42,567
1407044111,47,699
1407044112,35,404
1407044113,21,242
1407044114,22,266
1407044115,12,52
1407044116,22,181
1407044117,8,33
1407044118,39,688
1407044119,60,639
1407044120,42,726
1407044121,50,809
1407044122,62,789
1407044123,68,1125
1407044124,12,88
1407044125,21,188
1407044126,24,198
1407044127,51,750
1407044128,50,736
1407044129,29,352
1407044130,56,669
1407044131,44,430
1407044132,45,360
1407044133,31,347
1407044134,41,661
1407044135,49,394
1407044136,9,22
1407044137,33,285
1407044138,45,672
1407044140,54,846
1407044141,39,427
1407044142,71,1174
1407044143,49,810
1407044144,61,758
1407044145,85,1067
1407044146,26,357
1407044147,35,350
1407044201,27,167
1407044202,7,72
1407044205,30,558
1407044206,7,81
1407044207,44,393
1407044208,56,803
1407044209,23,181
1407044210,49,821
1407044211,43,919
1407044212,11,144
1407044213,47,386
1407044214,43,432
1407044215,51,587
1407044216,48,637
1407044217,52,732
1407044218,42,509
1407044219,50,561
1407044220,45,695
1407044221,43,424
1407044222,39,499
1407044223,38,299
1407044224,32,391
1407044225,70,1209
1407044226,41,855
1407044227,26,851
1407044229,42,376
1407044230,8,21
1407044231,45,542
1407044232,47,859
1407044233,48,978
1407044234,57,593
1407044235,81,1107
1407044236,63,613
1407044237,39,435
1407044238,30,350
1407044239,38,584
1407044240,42,507
1407044241,39,342
1407044242,21,197
1407044243,51,732
1407044244,71,800
1407044245,44,972
1407044246,62,775
1407044247,55,485
1407044248,46,509
1407044301,4,23
1407044302,13,131
1407044303,18,196
1407044304,15,140
1407044305,25,420
1407044306,9,72
1407044307,16,150
1407044308,47,625
1407044309,30,438
1407044310,46,646
1407044312,37,531
1407044313,49,1088
1407044314,30,949
1407044315,60,952
1407044316,37,836
1407044317,5,28
1407044318,48,1018
1407044319,33,373
1407044320,66,1157
1407044321,68,1478
1407044322,57,784
1407044323,25,334
1407044324,52,750
1407044325,49,623
1407044326,45,363
1407044327,29,205
1407044328,48,963
1407044329,60,781
1407044330,49,638
1407044331,34,390
1407044332,15,169
1407044333,38,747
1407044334,52,1049
1407044335,33,963
1407044336,39,635
1407044337,37,481
1407044338,53,589
1407044339,54,972
1407044340,68,1279
1407044341,36,603
1407044343,65,1025
1407044344,35,560
1407044345,58,955
1407044346,41,545
1407044347,71,1105
1407044348,58,911
1407054101,26,349
1407054102,31,308
1407054103,46,809
1407054104,41,583
1407054105,26,251
1407054106,19,205
1407054107,47,550
1407054108,45,421
1407054110,39,511
1407054111,22,211
1407054112,61,742
1407054113,58,518
1407054114,58,1043
1407054115,26,121
1407054116,61,648
1407054117,20,351
1407054118,28,455
1407054119,29,166
1407054120,11,72
1407054121,17,74
1407054122,8,46
1407054123,51,974
1407054124,36,651
1407054125,26,199
1407054126,44,478
1407054127,35,208
1407054128,36,363
1407054129,30,201
1407054130,9,76
1407054131,47,510
1407054132,33,459
1407054134,10,73
1407054135,39,384
1407054136,28,141
1407054137,25,371
1407054139,51,521
1407054140,26,358
1407054141,22,244
1407054142,22,216
1407054143,18,121
1407054144,36,478
1407054146,46,384
1407054147,64,975
1407054149,36,470
1407054150,49,603
1407054201,33,760
1407054202,44,544
1407054203,30,389
1407054204,42,644
1407054205,15,236
1407054206,38,881
1407054207,15,156
1407054208,26,168
1407054209,37,598
1407054210,47,462
1407054212,34,325
1407054214,11,100
1407054215,41,575
1407054216,28,412
1407054217,55,782
1407054218,36,364
1407054219,25,189
1407054220,42,475
1407054221,11,51
1407054222,76,1034
1407054223,26,125
1407054225,33,435
1407054226,49,735
1407054227,42,1108
1407054228,24,207
1407054229,54,313
1407054230,39,377
1407054231,37,505
1407054232,38,492
1407054233,37,292
1407054234,44,537
1407054235,29,223
1407054237,38,397
1407054238,49,361
1407054239,42,395
1407054240,26,367
1407054241,12,98
1407054242,34,269
1407054243,41,1095
1407054245,30,290
1407054246,63,1185
1407054247,31,499
1407054249,62,1121
1407054250,32,310
1407064101,35,782
1407064102,30,533
1407064103,33,547
1407064104,29,514
1407064105,42,565
1407064106,31,489
1407064107,30,522
1407064108,31,561
1407064109,32,657
1407064110,32,892
1407064111,23,517
1407064112,24,600
1407064113,71,1183
1407064114,37,343
1407064116,46,736
1407064117,31,413
1407064118,25,570
1407064119,54,765
1407064120,32,748
1407064121,67,1116
1407064122,42,666
1407064123,31,621
1407064124,27,381
1407064125,43,602
1407064126,41,849
1407064127,32,606
1407064128,42,657
1407064129,30,340
1407064130,47,476
1407064132,34,670
1407064133,11,66
1407064134,35,311
1407064135,30,641
1407064136,40,738
1407064137,65,784
1407064138,36,591
1407064139,58,904
1407064140,47,582
1407064142,36,258
1407064143,37,831
1407064145,30,341
1407064146,34,835
1407064147,45,925
1407064148,49,861
1407064150,15,57
1407064151,42,759
1407064153,64,1305
1407064201,20,246
1407064202,25,416
1407064203,23,312
1407064204,25,500
1407064205,32,354
1407064206,31,571
1407064207,45,785
1407064208,12,116
1407064209,30,370
1407064210,7,78
1407064211,58,1279
1407064212,21,263
1407064213,41,362
1407064215,18,196
1407064216,19,269
1407064218,30,764
1407064219,21,674
1407064220,44,1343
1407064221,27,376
1407064222,44,583
1407064223,36,814
1407064224,13,214
1407064225,24,547
1407064226,37,576
1407064227,38,560
1407064228,56,737
1407064229,78,800
1407064230,53,734
1407064231,30,380
1407064232,51,676
1407064233,71,1042
1407064235,37,656
1407064237,42,434
1407064238,66,820
1407064239,26,346
1407064240,6,108
1407064241,33,640
1407064242,37,1386
1407064243,25,274
1407064244,64,1137
1407064245,75,1263
1407064246,29,499
1407064247,42,522
1407064248,49,525
1407064249,47,1228
1407064250,24,481
1407064251,84,921
1407064252,57,872
1407064253,45,784
1407084101,31,481
1407084102,31,538
1407084103,28,296
1407084104,18,225
1407084105,18,281
1407084106,37,696
1407084107,39,512
1407084108,29,705
1407084109,30,364
1407084110,19,144
1407084111,28,401
1407084112,30,563
1407084114,42,634
1407084115,31,195
1407084116,24,336
1407084117,50,665
1407084118,16,131
1407084119,31,412
1407084120,39,516
1407084121,16,345
1407084122,24,254
1407084123,24,245
1407084124,26,302
1407084125,51,384
1407084127,22,158
1407084128,39,635
1407084129,31,231
1407084130,21,197
1407084131,42,629
1407084132,31,140
1407084133,47,665
1407084134,19,288
1407084135,58,918
1407084136,29,812
1407084137,34,513
1407084138,30,411
1407084140,35,377
1407084141,40,552
1407084201,17,340
1407084202,28,670
1407084203,34,620
1407084204,19,484
1407084205,29,374
1407084206,17,377
1407084207,25,816
1407084208,17,390
1407084210,32,609
1407084211,24,624
1407084212,36,321
1407084213,33,338
1407084214,27,152
1407084215,30,252
1407084216,23,595
1407084217,20,116
1407084219,45,616
1407084220,30,546
1407084221,48,805
1407084222,45,781
1407084223,22,523
1407084224,26,376
1407084225,23,258
1407084226,27,248
1407084227,56,560
1407084228,32,237
1407084229,35,314
1407084230,44,431
1407084232,35,737
1407084234,50,662
1407084235,41,673
1407084236,28,760
1407084237,24,253
1407084238,33,866
1407084239,40,1020
1407094101,33,589
1407094102,25,416
1407094103,27,326
1407094104,30,257
1407094105,38,514
1407094106,30,285
1407094107,40,525
1407094108,24,240
1407094109,26,491
1407094110,27,563
1407094111,31,572
1407094112,23,430
1407094114,49,649
1407094115,33,501
1407094116,13,109
1407094117,26,130
1407094118,23,164
1407094119,14,79
1407094120,53,566
1407094121,42,570
1407094122,43,353
1407094123,25,199
1407094124,17,385
1407094125,48,796
1407094126,39,599
1407094127,45,702
1407094128,42,645
1407094129,46,528
1407094130,21,109
1407094131,6,38
1407094132,30,431
1407094133,33,386
1407094134,19,198
1407094135,40,553
1407094136,33,626
1407094137,35,242
1407094138,36,351
1407094139,43,724
1407094140,31,213
1407094141,25,291
1407094142,49,546
1407094143,19,222
1407094144,24,167
1407094145,74,1034
1407094146,4,11
1407094147,33,671
1407094148,31,474
1407094201,24,397
1407094202,26,242
1407094203,28,353
1407094204,46,738
1407094205,24,398
1407094206,27,275
1407094207,38,620
1407094208,34,442
1407094209,32,432
1407094210,34,427
1407094211,22,159
1407094212,24,245
1407094213,35,245
1407094214,48,489
1407094217,35,266
1407094218,28,276
1407094220,22,93
1407094221,44,390
1407094222,21,227
1407094223,37,333
1407094224,36,591
1407094225,47,452
1407094226,35,207
1407094227,68,724
1407094228,29,188
1407094230,42,555
1407094231,49,678
1407094232,41,438
1407094233,62,884
1407094234,43,446
1407094235,48,1048
1407094236,35,482
1407094237,47,688
1407094238,12,48
1407094239,16,45
1407094240,21,123
1407094241,55,537
1407094242,45,1130
1407094243,42,595
1407094245,37,576
1407094246,78,896
1407094247,44,559
1408014102,40,834
1408014103,39,405
1408014104,31,396
1408014105,31,378
1408014106,47,569
1408014107,40,401
1408014108,37,349
1408014109,24,243
1408014110,33,516
1408014111,45,715
1408014112,28,389
1408014113,29,155
1408014114,31,455
1408014115,42,926
1408014116,35,458
1408014117,36,469
1408014118,39,367
1408014119,29,248
1408014120,48,784
1408014121,16,118
1408014123,42,1002
1408014124,25,228
1408014125,39,471
1408014126,29,235
1408014128,10,55
1408014129,28,551
1408014130,44,859
1408014131,30,594
1408014132,47,765
1408014133,32,1138
1408014134,37,506
1408014135,21,349
1408014137,36,317
1408014139,53,834
1408014140,22,419
1408014141,38,575
1408014143,32,314
